eid,date,mealtype,foodtype,people_string
e2987,2014/09/13,dinner,tacos,
e2991,2014/09/15,lunch,steak,
e3000,2014/09/20,breakfast,"eggs, sausages, and bread",
e3004,2014/09/22,dinner,indian food,"Emily, Kayden, Carter, Andrew"
e3006,2014/09/23,lunch,indian food,"Andrew, Carter"
e3008,2014/09/24,lunch,a burger,"Claire, Layla, Piper, Avery"
e3011,2014/09/26,dinner,fish and chips,
e3015,2014/09/29,dinner,tacos,
e3018,2014/10/02,breakfast,peanut-butter-jam,
e3021,2014/10/05,dinner,tacos,Layla
e3023,2014/10/06,lunch,sandwich,
e3025,2014/10/07,dinner,pasta,
e3026,2014/10/09,breakfast,cereals,
e3028,2014/10/13,lunch,pasta,"Avery, Benjamin, Jackson"
e3030,2014/10/14,dinner,pasta,Avery
e3032,2014/10/17,dinner,tacos,Carter
e3045,2014/10/27,dinner,sandwich,
e3048,2014/10/28,breakfast,oatmeal,
e3049,2014/10/28,dinner,steak,
e3051,2014/10/29,dinner,fish and chips,
e3054,2014/10/31,dinner,fish and chips,
e3055,2014/11/01,breakfast,peanut-butter-jam,
e3056,2014/11/02,breakfast,peanut-butter-jam,
e3057,2014/11/02,lunch,a burger,"Nora, Claire, Piper, Layla"
e3062,2014/11/06,lunch,fish and chips,
e3063,2014/11/07,breakfast,"eggs, sausages, and bread",
e3070,2014/11/12,lunch,indian food,
e3072,2014/11/14,breakfast,peanut-butter-jam,
e3074,2014/11/15,breakfast,peanut-butter-jam,
e3075,2014/11/15,lunch,chinese food,
e3078,2014/11/16,lunch,fish and chips,
e3082,2014/11/19,breakfast,"eggs, sausages, and bread",
e3083,2014/11/19,dinner,tacos,
e3087,2014/11/22,breakfast,"eggs, sausages, and bread",
e3097,2014/11/27,breakfast,"eggs, sausages, and bread",
e3098,2014/11/27,dinner,pasta,
e3099,2014/11/28,dinner,pasta,
e3104,2014/12/01,lunch,tacos,
e3109,2014/12/07,dinner,steak,
e3112,2014/12/10,breakfast,oatmeal,
e3113,2014/12/10,lunch,sushi,
e3116,2014/12/11,dinner,chinese food,
e3117,2014/12/12,breakfast,"eggs, sausages, and bread",
e3119,2014/12/13,lunch,tacos,"Jackson, Willow"
e3122,2014/12/15,breakfast,cereals,"Nora, Eva, Layla, Piper, Rylee"
e3123,2014/12/15,dinner,a burger,
e3125,2014/12/16,lunch,chinese food,"Piper, Olivia, Lydia, Eva"
e3127,2014/12/17,lunch,indian food,
e3129,2014/12/18,breakfast,cereals,
e3131,2014/12/19,breakfast,peanut-butter-jam,"Emily, Kayden, Andrew, Carter"
e3132,2014/12/19,dinner,indian food,
e3137,2014/12/21,breakfast,toast and cheese,"Andrew, Carter"
e3140,2014/12/23,lunch,tacos,
e3143,2014/12/25,lunch,steak,"Carter, Kayden, Emily"
e3145,2014/12/26,lunch,steak,
e3146,2014/12/27,lunch,sushi,
e3148,2014/12/30,lunch,a burger,"Andrew, Emily"
e3149,2014/12/30,dinner,fish and chips,"Jackson, Willow, Avery"
e3150,2014/12/31,lunch,a burger,
e3235,2015/01/01,breakfast,peanut-butter-jam,"Kayden, Carter, Andrew, Emily"
e3236,2015/01/02,lunch,fish and chips,"Andrew, Emily, Kayden"
e3237,2015/01/02,dinner,indian food,"Hazel, Nora"
e3241,2015/01/05,lunch,steak,"Eva, Nevaeh, Lydia, Olivia"
e3242,2015/01/06,lunch,indian food,
e3245,2015/01/07,lunch,tacos,
e3247,2015/01/08,dinner,a burger,
e3248,2015/01/10,breakfast,oatmeal,
e3249,2015/01/10,lunch,steak,"Willow, Jackson"
e3250,2015/01/11,dinner,a burger,"Carter, Andrew, Kayden, Emily"
e3252,2015/01/12,dinner,sushi,"Benjamin, Jackson"
e3260,2015/01/18,breakfast,oatmeal,
e3268,2015/01/25,lunch,pasta,Olivia
e3269,2015/01/26,breakfast,toast and cheese,
e3271,2015/01/28,lunch,a burger,"Andrew, Carter, Kayden"
e3273,2015/01/29,breakfast,toast and cheese,Carter
e3277,2015/01/31,dinner,steak,
e3279,2015/02/01,lunch,indian food,"Kayden, Carter"
e3281,2015/02/02,breakfast,oatmeal,"Kayden, Carter, Emily, Andrew"
e3282,2015/02/02,lunch,chinese food,
e3285,2015/02/03,lunch,indian food,"Carter, Emily, Kayden"
e3286,2015/02/03,dinner,a burger,
e3288,2015/02/04,breakfast,toast and cheese,"Nora, Claire, Avery"
e3290,2015/02/05,breakfast,"eggs, sausages, and bread",
e3293,2015/02/07,breakfast,oatmeal,
e3294,2015/02/07,lunch,chinese food,
e3295,2015/02/08,breakfast,peanut-butter-jam,"Emily, Kayden"
e3299,2015/02/11,lunch,tacos,
e3301,2015/02/12,dinner,indian food,
e3303,2015/02/13,dinner,fish and chips,
e3305,2015/02/14,breakfast,cereals,Jackson
e3306,2015/02/14,lunch,indian food,
e3308,2015/02/15,lunch,a burger,"Hazel, Eva, Lydia, Kinsley, Avery, Layla, Rylee, Piper, Nevaeh, Piper, Nora, Olivia, Claire"
e3312,2015/02/18,breakfast,cereals,"Andrew, Carter"
e3313,2015/02/18,lunch,a burger,
e3314,2015/02/20,dinner,pasta,
e3315,2015/02/22,breakfast,toast and cheese,
e3320,2015/02/27,dinner,pasta,"Avery, Willow, Jackson, Benjamin"
e3323,2015/02/28,lunch,chinese food,
e3325,2015/03/01,lunch,a burger,"Benjamin, Jackson, Avery, Willow"
e3327,2015/03/02,lunch,chinese food,
e3328,2015/03/03,breakfast,oatmeal,"Lydia, Rylee"
e3329,2015/03/03,dinner,sushi,
e3331,2015/03/05,breakfast,peanut-butter-jam,
e3332,2015/03/05,dinner,tacos,
e3335,2015/03/08,dinner,pasta,"Hazel, Lydia, Olivia, Piper, Avery, Nevaeh, Layla, Piper, Kinsley, Claire"
e3339,2015/03/09,dinner,sandwich,
e3340,2015/03/10,lunch,steak,
e3343,2015/03/12,breakfast,peanut-butter-jam,Jackson
e3349,2015/03/17,breakfast,peanut-butter-jam,"Avery, Nora, Piper, Lydia"
e3350,2015/03/17,lunch,indian food,Nora
e3351,2015/03/18,dinner,sandwich,
e3354,2015/03/20,lunch,fish and chips,
e3358,2015/03/22,dinner,chinese food,
e3360,2015/03/23,dinner,fish and chips,"Emily, Kayden, Andrew, Carter"
e3363,2015/03/26,dinner,a burger,
e3364,2015/03/27,breakfast,toast and cheese,
e3367,2015/03/28,lunch,sandwich,Carter
e3370,2015/03/30,lunch,fish and chips,
e3375,2015/04/03,lunch,sandwich,Jackson
e3378,2015/04/05,lunch,indian food,"Carter, Kayden, Andrew"
e3379,2015/04/05,dinner,sandwich,"Benjamin, Willow, Avery, Jackson"
e3380,2015/04/06,breakfast,peanut-butter-jam,"Benjamin, Jackson, Avery, Willow"
e3382,2015/04/08,breakfast,cereals,
e3385,2015/04/09,lunch,pasta,
e3387,2015/04/10,dinner,pasta,
e3393,2015/04/13,lunch,chinese food,
e3394,2015/04/13,dinner,chinese food,"Piper, Lydia, Eva, Nevaeh, Nora, Layla, Rylee, Claire, Hazel, Piper, Olivia, Avery"
e3395,2015/04/15,breakfast,peanut-butter-jam,
e3396,2015/04/15,dinner,chinese food,"Kinsley, Avery, Eva, Claire, Piper, Rylee, Layla, Nevaeh, Olivia, Lydia, Piper, Hazel"
e3398,2015/04/17,lunch,a burger,Willow
e3400,2015/04/18,lunch,indian food,"Andrew, Emily, Kayden, Carter"
e3403,2015/04/22,dinner,sandwich,
e3404,2015/04/23,lunch,chinese food,"Hazel, Nora, Piper, Eva, Olivia, Lydia, Claire, Nevaeh, Piper, Kinsley, Layla"
e3410,2015/04/27,lunch,sandwich,
e3411,2015/04/28,breakfast,pancakes,
e3413,2015/04/29,dinner,fish and chips,
e3415,2015/05/01,lunch,a burger,"Emily, Andrew, Kayden, Carter"
e3416,2015/05/02,breakfast,pancakes,"Piper, Lydia, Avery, Layla, Eva, Hazel, Olivia"
e3418,2015/05/04,dinner,sushi,"Kayden, Emily, Carter, Andrew"
e3421,2015/05/05,breakfast,"eggs, sausages, and bread","Emily, Carter, Kayden"
e3423,2015/05/07,breakfast,peanut-butter-jam,
e3424,2015/05/07,dinner,sandwich,
e3426,2015/05/08,lunch,steak,"Kayden, Carter, Andrew"
e3427,2015/05/08,dinner,sandwich,
e3433,2015/05/14,dinner,tacos,
e3436,2015/05/17,lunch,steak,"Avery, Benjamin, Jackson, Willow"
e3438,2015/05/18,dinner,pasta,Kayden
e3446,2015/05/24,breakfast,peanut-butter-jam,
e3447,2015/05/26,breakfast,"eggs, sausages, and bread",
e3450,2015/05/27,breakfast,cereals,
e3451,2015/05/27,lunch,sandwich,Avery
e3455,2015/05/30,lunch,a burger,"Layla, Eva, Nevaeh, Lydia, Rylee, Avery"
e3456,2015/05/31,lunch,steak,"Kayden, Emily, Andrew, Carter"
e3457,2015/06/01,lunch,a burger,"Claire, Rylee, Eva, Nora, Piper, Avery"
e3460,2015/06/04,dinner,sushi,
e3462,2015/06/05,lunch,fish and chips,
e3465,2015/06/07,lunch,pasta,"Carter, Andrew, Kayden, Emily"
e3468,2015/06/09,breakfast,oatmeal,"Emily, Kayden, Carter"
e3469,2015/06/10,dinner,chinese food,
e3471,2015/06/11,dinner,sushi,
e3474,2015/06/12,lunch,tacos,
e3476,2015/06/13,breakfast,peanut-butter-jam,
e3479,2015/06/16,breakfast,oatmeal,
e3481,2015/06/18,breakfast,oatmeal,
e3482,2015/06/18,dinner,sandwich,
e3485,2015/06/22,breakfast,oatmeal,"Hazel, Rylee, Avery, Nevaeh, Nora"
e3487,2015/06/23,dinner,indian food,"Kayden, Andrew, Carter"
e3491,2015/06/25,breakfast,oatmeal,"Claire, Eva"
e3492,2015/06/25,lunch,pasta,
e3495,2015/06/28,lunch,sushi,"Benjamin, Jackson, Avery, Willow"
e3496,2015/06/28,dinner,tacos,"Rylee, Olivia"
e3498,2015/06/30,dinner,a burger,"Layla, Piper, Avery, Claire, Hazel, Piper"
e3501,2015/07/02,breakfast,"eggs, sausages, and bread",
e3504,2015/07/03,lunch,chinese food,
e3505,2015/07/04,breakfast,oatmeal,
e3506,2015/07/05,breakfast,peanut-butter-jam,Kayden
e3507,2015/07/05,lunch,tacos,"Nora, Claire, Piper, Eva, Lydia, Avery, Layla"
e3510,2015/07/08,breakfast,peanut-butter-jam,
e3511,2015/07/08,lunch,a burger,
e3513,2015/07/09,lunch,chinese food,"Benjamin, Avery"
e3516,2015/07/12,dinner,a burger,
e3518,2015/07/13,lunch,indian food,
e3521,2015/07/14,lunch,pasta,
e3522,2015/07/15,dinner,pasta,"Emily, Carter"
e3523,2015/07/16,breakfast,oatmeal,
e3524,2015/07/16,lunch,sandwich,"Andrew, Kayden"
e3526,2015/07/17,lunch,tacos,"Emily, Andrew, Carter"
e3531,2015/07/20,lunch,tacos,
e3532,2015/07/22,lunch,sushi,"Kayden, Emily"
e3534,2015/07/23,breakfast,"eggs, sausages, and bread",
e3536,2015/07/25,breakfast,"eggs, sausages, and bread","Claire, Piper, Nora, Eva"
e3537,2015/07/25,dinner,pasta,
e3542,2015/07/29,lunch,a burger,
e3545,2015/07/30,lunch,chinese food,
e3546,2015/07/31,breakfast,pancakes,
e3548,2015/08/01,breakfast,pancakes,"Kayden, Emily, Andrew"
e3551,2015/08/03,breakfast,toast and cheese,"Willow, Benjamin, Jackson, Avery"
e3552,2015/08/04,breakfast,oatmeal,
e3553,2015/08/05,lunch,a burger,"Benjamin, Jackson, Avery"
e3555,2015/08/06,lunch,sushi,Emily
e3557,2015/08/08,lunch,sandwich,
e3558,2015/08/10,breakfast,pancakes,
e3560,2015/08/11,breakfast,toast and cheese,"Claire, Piper, Kinsley, Layla"
e3561,2015/08/12,dinner,fish and chips,
e3562,2015/08/13,dinner,steak,"Emily, Kayden"
e3565,2015/08/15,dinner,chinese food,"Willow, Benjamin"
e3573,2015/08/18,breakfast,cereals,
e3575,2015/08/19,dinner,a burger,
e3576,2015/08/20,dinner,tacos,
e3579,2015/08/21,breakfast,oatmeal,
e3580,2015/08/21,lunch,pasta,
e3586,2015/08/24,breakfast,peanut-butter-jam,"Layla, Nora, Lydia, Avery, Olivia, Piper"
e3587,2015/08/24,lunch,sandwich,
e3589,2015/08/26,dinner,tacos,
e3592,2015/08/27,breakfast,cereals,
e3596,2015/09/01,lunch,steak,
e3598,2015/09/02,lunch,tacos,"Carter, Emily"
e3601,2015/09/04,breakfast,toast and cheese,
e3602,2015/09/04,dinner,pasta,
e3604,2015/09/06,breakfast,"eggs, sausages, and bread",Kayden
e3605,2015/09/08,dinner,indian food,
e3607,2015/09/09,breakfast,"eggs, sausages, and bread",
e3608,2015/09/09,dinner,sandwich,"Rylee, Olivia"
e3610,2015/09/10,breakfast,cereals,
e3612,2015/09/12,breakfast,cereals,
e3614,2015/09/14,breakfast,oatmeal,"Emily, Kayden, Carter, Andrew"
e3616,2015/09/17,dinner,chinese food,
e3617,2015/09/18,lunch,chinese food,"Layla, Rylee, Eva, Lydia, Claire, Piper, Piper, Nora"
e3618,2015/09/19,breakfast,toast and cheese,"Carter, Andrew, Emily"
e3619,2015/09/19,dinner,sushi,
e3624,2015/09/21,breakfast,oatmeal,
e3626,2015/09/23,lunch,sandwich,
e3629,2015/09/24,lunch,tacos,
e3636,2015/09/29,breakfast,"eggs, sausages, and bread",
e3639,2015/09/30,lunch,sushi,"Emily, Andrew, Kayden"
e3642,2015/10/02,lunch,indian food,"Olivia, Hazel, Nora, Layla"
e3645,2015/10/06,lunch,chinese food,
e3648,2015/10/07,breakfast,peanut-butter-jam,
e3649,2015/10/07,lunch,sandwich,"Piper, Layla, Avery, Eva"
e3652,2015/10/10,lunch,a burger,
e3656,2015/10/15,breakfast,oatmeal,
e3657,2015/10/15,lunch,tacos,
e3660,2015/10/16,lunch,pasta,"Avery, Willow, Jackson"
e3661,2015/10/16,dinner,chinese food,"Andrew, Kayden, Emily, Carter"
e3663,2015/10/17,breakfast,toast and cheese,
e3664,2015/10/17,lunch,a burger,"Avery, Jackson"
e3667,2015/10/18,dinner,steak,
e3670,2015/10/20,lunch,sushi,
e3673,2015/10/24,breakfast,"eggs, sausages, and bread",
e3682,2015/10/30,dinner,sushi,
e3684,2015/11/01,breakfast,"eggs, sausages, and bread",
e3685,2015/11/01,lunch,sandwich,
e3687,2015/11/03,breakfast,cereals,"Kayden, Andrew, Emily"
e3688,2015/11/03,dinner,pasta,"Willow, Jackson, Benjamin"
e3693,2015/11/06,dinner,fish and chips,
e3696,2015/11/07,dinner,indian food,
e3698,2015/11/08,lunch,indian food,
e3704,2015/11/11,breakfast,cereals,
e3708,2015/11/14,dinner,pasta,
e3709,2015/11/15,lunch,steak,"Eva, Rylee, Layla, Hazel"
e3711,2015/11/16,lunch,indian food,
e3714,2015/11/18,breakfast,pancakes,"Andrew, Kayden, Emily"
e3715,2015/11/19,lunch,fish and chips,"Andrew, Emily, Kayden"
e3716,2015/11/20,lunch,chinese food,Claire
e3717,2015/11/20,dinner,chinese food,
e3719,2015/11/21,breakfast,peanut-butter-jam,
e3723,2015/11/24,lunch,sandwich,"Emily, Kayden, Carter"
e3724,2015/11/24,dinner,tacos,Kayden
e3730,2015/11/28,lunch,steak,Willow
e3733,2015/11/29,breakfast,oatmeal,
e3735,2015/12/01,breakfast,"eggs, sausages, and bread","Rylee, Claire, Nora, Lydia, Nevaeh, Hazel, Layla, Kinsley, Eva, Olivia, Avery"
e3738,2015/12/02,breakfast,pancakes,"Claire, Layla"
e3739,2015/12/02,lunch,a burger,
e3741,2015/12/03,dinner,chinese food,Nevaeh
e3744,2015/12/04,breakfast,oatmeal,
e3745,2015/12/04,dinner,pasta,
e3746,2015/12/05,breakfast,cereals,"Benjamin, Willow"
e3747,2015/12/05,lunch,a burger,
e3752,2015/12/07,lunch,tacos,Andrew
e3755,2015/12/08,breakfast,oatmeal,
e3757,2015/12/09,lunch,pasta,Rylee
e3759,2015/12/10,breakfast,toast and cheese,
e3761,2015/12/11,lunch,indian food,Nevaeh
e3762,2015/12/11,dinner,fish and chips,
e3764,2015/12/12,lunch,fish and chips,
e3766,2015/12/14,lunch,fish and chips,
e3767,2015/12/15,breakfast,"eggs, sausages, and bread",
e3768,2015/12/15,lunch,a burger,"Avery, Willow"
e3770,2015/12/16,breakfast,cereals,"Jackson, Willow"
e3772,2015/12/18,lunch,sandwich,
e3775,2015/12/19,lunch,fish and chips,
e3776,2015/12/20,dinner,indian food,"Andrew, Emily, Kayden, Carter"
e3781,2015/12/23,dinner,a burger,
e3783,2015/12/24,breakfast,toast and cheese,Carter
e3788,2015/12/26,breakfast,"eggs, sausages, and bread","Kayden, Emily, Andrew, Carter"
e3789,2015/12/26,dinner,chinese food,
e3791,2015/12/27,breakfast,toast and cheese,"Avery, Jackson, Willow, Benjamin"
e3792,2015/12/27,lunch,fish and chips,
e3793,2015/12/27,dinner,chinese food,Avery
e3794,2015/12/28,lunch,sandwich,
e3799,2015/12/30,dinner,a burger,
e3803,2015/12/31,breakfast,peanut-butter-jam,
e3908,2016/01/01,lunch,sushi,
e3910,2016/01/05,lunch,steak,"Andrew, Kayden, Carter"
e3915,2016/01/07,dinner,indian food,"Andrew, Carter"
e3919,2016/01/09,breakfast,cereals,
e3921,2016/01/10,lunch,sushi,"Piper, Kinsley, Lydia, Eva, Claire, Rylee, Hazel, Avery, Piper, Layla, Nevaeh, Nora, Olivia"
e3926,2016/01/12,dinner,a burger,
e3927,2016/01/13,lunch,tacos,"Emily, Carter, Andrew, Kayden"
e3929,2016/01/14,breakfast,cereals,"Claire, Layla, Hazel, Avery, Lydia, Rylee, Piper, Olivia"
e3930,2016/01/14,lunch,sushi,
e3931,2016/01/14,dinner,a burger,"Benjamin, Willow, Jackson"
e3932,2016/01/15,dinner,sandwich,"Kinsley, Olivia, Nevaeh, Eva, Layla, Lydia, Rylee, Claire, Hazel, Avery"
e3934,2016/01/16,lunch,pasta,
e3939,2016/01/18,breakfast,pancakes,
e3944,2016/01/23,dinner,a burger,"Hazel, Eva, Layla"
e3946,2016/01/25,breakfast,oatmeal,Kayden
e3949,2016/01/26,breakfast,toast and cheese,
e3950,2016/01/28,dinner,tacos,
e3955,2016/01/30,breakfast,"eggs, sausages, and bread","Willow, Jackson"
e3956,2016/01/30,lunch,chinese food,"Lydia, Layla, Claire, Rylee, Nora"
e3962,2016/02/02,lunch,steak,"Carter, Emily, Kayden"
e3963,2016/02/02,dinner,steak,"Piper, Piper, Eva, Claire, Avery"
e3965,2016/02/03,breakfast,oatmeal,"Carter, Kayden, Andrew, Emily"
e3969,2016/02/04,breakfast,pancakes,
e3970,2016/02/04,dinner,sushi,Hazel
e3974,2016/02/07,dinner,fish and chips,
e3977,2016/02/11,breakfast,cereals,"Benjamin, Jackson, Avery, Willow"
e3978,2016/02/12,dinner,sandwich,
e3979,2016/02/13,lunch,steak,"Willow, Avery, Jackson"
e3981,2016/02/16,lunch,fish and chips,
e3982,2016/02/17,lunch,sushi,"Kayden, Carter, Emily"
e3986,2016/02/19,breakfast,peanut-butter-jam,
e3987,2016/02/20,dinner,sandwich,
e3991,2016/02/23,breakfast,cereals,
e3992,2016/02/23,lunch,tacos,"Nora, Lydia, Piper, Eva, Claire, Nevaeh, Hazel, Kinsley, Olivia, Piper"
e3996,2016/02/26,dinner,tacos,
e4000,2016/02/28,breakfast,oatmeal,Emily
e4003,2016/03/01,dinner,sushi,
e4004,2016/03/02,dinner,sushi,"Carter, Andrew, Kayden"
e4006,2016/03/03,breakfast,pancakes,
e4009,2016/03/05,lunch,indian food,"Kayden, Carter, Emily"
e4012,2016/03/06,lunch,sushi,"Emily, Carter, Andrew, Kayden"
e4013,2016/03/07,breakfast,"eggs, sausages, and bread","Piper, Hazel, Nevaeh, Nora, Kinsley, Olivia, Claire, Eva, Avery, Lydia, Piper"
e4014,2016/03/07,lunch,sandwich,
e4017,2016/03/08,breakfast,peanut-butter-jam,"Benjamin, Willow, Avery, Jackson"
e4018,2016/03/08,lunch,pasta,
e4020,2016/03/11,dinner,sandwich,"Kayden, Andrew, Carter"
e4021,2016/03/13,dinner,sushi,Jackson
e4022,2016/03/14,lunch,tacos,"Willow, Jackson"
e4023,2016/03/15,dinner,tacos,"Lydia, Nora, Nevaeh, Rylee, Piper, Kinsley, Avery, Olivia, Layla, Piper, Eva, Claire"
e4026,2016/03/16,lunch,pasta,"Kinsley, Eva, Lydia, Claire, Piper, Nora, Layla, Hazel"
e4027,2016/03/16,dinner,a burger,Carter
e4033,2016/03/20,breakfast,"eggs, sausages, and bread",
e4034,2016/03/21,lunch,sushi,
e4036,2016/03/22,dinner,a burger,
e4039,2016/03/23,lunch,sandwich,
e4043,2016/03/24,breakfast,peanut-butter-jam,"Andrew, Kayden, Emily"
e4044,2016/03/25,dinner,steak,
e4052,2016/03/30,lunch,tacos,"Lydia, Kinsley, Layla, Hazel, Rylee, Olivia, Nevaeh, Eva, Avery, Nora"
e4053,2016/03/30,dinner,pasta,Andrew
e4056,2016/03/31,dinner,steak,
e4058,2016/04/01,breakfast,cereals,"Kayden, Emily, Carter"
e4065,2016/04/06,breakfast,pancakes,
e4068,2016/04/09,breakfast,"eggs, sausages, and bread","Nevaeh, Nora, Layla, Hazel, Kinsley, Eva, Lydia, Piper, Avery, Olivia"
e4069,2016/04/09,dinner,indian food,
e4072,2016/04/12,breakfast,pancakes,"Eva, Olivia, Nevaeh, Lydia, Kinsley, Piper, Claire, Rylee"
e4073,2016/04/12,dinner,sushi,
e4076,2016/04/15,breakfast,toast and cheese,"Piper, Olivia"
e4077,2016/04/16,dinner,fish and chips,
e4079,2016/04/17,lunch,a burger,"Avery, Willow, Benjamin, Jackson"
e4081,2016/04/18,lunch,a burger,"Jackson, Benjamin"
e4087,2016/04/23,breakfast,peanut-butter-jam,
e4088,2016/04/23,dinner,steak,
e4092,2016/04/26,dinner,sushi,
e4095,2016/04/28,breakfast,peanut-butter-jam,"Kayden, Andrew, Emily, Carter"
e4097,2016/04/29,lunch,chinese food,"Rylee, Piper, Lydia, Layla, Piper, Olivia, Claire, Avery, Nevaeh, Eva, Kinsley"
e4104,2016/05/06,breakfast,pancakes,
e4107,2016/05/08,lunch,indian food,"Claire, Kinsley, Lydia, Piper, Rylee, Avery, Nevaeh, Nora, Layla, Eva, Piper, Hazel"
e4110,2016/05/10,breakfast,pancakes,
e4114,2016/05/13,dinner,indian food,
e4116,2016/05/14,dinner,sandwich,"Avery, Olivia, Layla, Eva, Claire"
e4119,2016/05/16,dinner,sandwich,
e4120,2016/05/18,breakfast,peanut-butter-jam,"Avery, Benjamin, Jackson"
e4123,2016/05/19,dinner,indian food,"Andrew, Carter, Emily"
e4125,2016/05/20,lunch,steak,
e4129,2016/05/22,dinner,steak,Kayden
e4131,2016/05/24,breakfast,peanut-butter-jam,
e4133,2016/05/26,dinner,steak,
e4134,2016/05/27,breakfast,cereals,
e4135,2016/05/27,dinner,fish and chips,
e4137,2016/05/29,dinner,indian food,Kayden
e4140,2016/05/31,lunch,fish and chips,"Andrew, Carter, Kayden, Emily"
e4141,2016/06/01,lunch,chinese food,
e4147,2016/06/05,lunch,steak,
e4148,2016/06/06,breakfast,pancakes,"Layla, Avery, Olivia"
e4149,2016/06/06,dinner,sandwich,Emily
e4153,2016/06/08,dinner,tacos,
e4160,2016/06/14,breakfast,pancakes,
e4163,2016/06/17,lunch,sushi,"Carter, Emily"
e4164,2016/06/17,dinner,pasta,
e4165,2016/06/18,lunch,pasta,
e4166,2016/06/18,dinner,a burger,"Andrew, Kayden"
e4167,2016/06/24,breakfast,pancakes,"Carter, Andrew, Kayden, Emily"
e4169,2016/06/25,dinner,indian food,
e4170,2016/06/26,dinner,a burger,"Hazel, Nevaeh, Piper, Layla"
e4174,2016/06/29,lunch,steak,
e4176,2016/07/01,dinner,fish and chips,
e4177,2016/07/02,dinner,fish and chips,"Jackson, Benjamin"
e4179,2016/07/03,breakfast,toast and cheese,
e4180,2016/07/04,dinner,steak,"Lydia, Layla, Avery, Nora, Olivia, Piper, Claire, Hazel"
e4185,2016/07/08,dinner,sushi,
e4190,2016/07/12,dinner,sushi,
e4192,2016/07/14,breakfast,peanut-butter-jam,
e4194,2016/07/16,dinner,indian food,"Andrew, Kayden"
e4196,2016/07/18,lunch,tacos,
e4199,2016/07/19,breakfast,"eggs, sausages, and bread",
e4201,2016/07/20,lunch,tacos,"Andrew, Carter, Kayden"
e4204,2016/07/23,lunch,pasta,"Andrew, Kayden, Carter"
e4205,2016/07/23,dinner,chinese food,
e4210,2016/07/26,breakfast,pancakes,
e4211,2016/07/26,lunch,tacos,"Carter, Kayden"
e4212,2016/07/26,dinner,fish and chips,"Layla, Olivia, Kinsley, Lydia, Rylee"
e4213,2016/07/27,lunch,a burger,
e4215,2016/07/28,lunch,sandwich,
e4216,2016/07/29,breakfast,cereals,
e4217,2016/07/29,lunch,pasta,
e4221,2016/07/30,breakfast,pancakes,
e4222,2016/07/30,lunch,a burger,Emily
e4223,2016/07/30,dinner,tacos,"Emily, Carter, Andrew, Kayden"
e4224,2016/07/31,dinner,tacos,"Willow, Avery, Jackson, Benjamin"
e4226,2016/08/01,breakfast,toast and cheese,"Hazel, Rylee, Piper, Kinsley, Nevaeh, Nora, Olivia, Layla, Lydia"
e4227,2016/08/01,dinner,sushi,
e4228,2016/08/02,lunch,fish and chips,"Andrew, Carter, Kayden"
e4230,2016/08/03,lunch,indian food,
e4232,2016/08/04,lunch,steak,
e4234,2016/08/05,lunch,chinese food,"Carter, Andrew, Kayden, Emily"
e4239,2016/08/10,dinner,sushi,
e4241,2016/08/12,lunch,chinese food,
e4244,2016/08/13,breakfast,oatmeal,"Andrew, Emily"
e4246,2016/08/15,breakfast,pancakes,
e4247,2016/08/15,dinner,pasta,"Kayden, Carter"
e4249,2016/08/16,dinner,tacos,
e4251,2016/08/17,breakfast,peanut-butter-jam,
e4252,2016/08/17,lunch,pasta,
e4257,2016/08/24,breakfast,cereals,
e4261,2016/08/26,lunch,sandwich,Carter
e4263,2016/08/27,lunch,sandwich,"Emily, Kayden, Carter, Andrew"
e4265,2016/08/29,breakfast,pancakes,
e4270,2016/09/04,breakfast,toast and cheese,
e4271,2016/09/04,lunch,indian food,Emily
e4272,2016/09/04,dinner,pasta,
e4273,2016/09/05,breakfast,"eggs, sausages, and bread",
e4274,2016/09/05,dinner,indian food,
e4275,2016/09/07,lunch,sushi,"Emily, Andrew, Carter, Kayden"
e4279,2016/09/10,dinner,pasta,"Olivia, Nevaeh, Lydia, Piper, Claire, Avery"
e4283,2016/09/13,breakfast,oatmeal,Andrew
e4286,2016/09/15,dinner,sandwich,
e4287,2016/09/16,dinner,steak,Avery
e4291,2016/09/18,dinner,chinese food,
e4294,2016/09/20,breakfast,toast and cheese,
e4295,2016/09/20,lunch,pasta,"Andrew, Emily, Carter, Kayden"
e4301,2016/09/22,breakfast,oatmeal,
e4303,2016/09/23,lunch,tacos,"Kayden, Emily, Carter"
e4306,2016/09/25,dinner,steak,"Kayden, Emily, Andrew"
e4309,2016/09/26,dinner,a burger,
e4311,2016/09/28,dinner,fish and chips,Kayden
e4313,2016/09/29,lunch,pasta,
e4321,2016/10/03,lunch,sushi,Jackson
e4323,2016/10/05,breakfast,pancakes,
e4324,2016/10/05,dinner,pasta,"Carter, Emily, Kayden, Andrew"
e4325,2016/10/06,breakfast,toast and cheese,
e4327,2016/10/07,lunch,a burger,
e4328,2016/10/08,lunch,indian food,"Emily, Kayden, Andrew"
e4329,2016/10/08,dinner,sushi,
e4333,2016/10/11,lunch,indian food,
e4334,2016/10/11,dinner,steak,
e4337,2016/10/13,lunch,sushi,
e4338,2016/10/13,dinner,pasta,
e4347,2016/10/21,lunch,pasta,
e4353,2016/10/25,dinner,chinese food,"Kayden, Emily, Carter"
