eid,date,exercise,heart_rate
e14522,2019/07/26,running,152
e14528,2019/07/27,hiking,123
e14532,2019/07/28,weight lifting,152
e14541,2019/07/30,weight lifting,156
e14546,2019/07/31,HIIT,134
e14552,2019/08/01,weight lifting,165
e14561,2019/08/05,running,132
e14566,2019/08/06,weight lifting,141
e14568,2019/08/07,hiking,150
e14573,2019/08/09,hiking,137
e14582,2019/08/11,weight lifting,153
e14587,2019/08/12,swimming,141
e14592,2019/08/13,weight lifting,152
e14602,2019/08/16,hiking,136
e14607,2019/08/17,weight lifting,163
e14617,2019/08/19,running,128
e14631,2019/08/22,HIIT,131
e14633,2019/08/23,weight lifting,145
e14640,2019/08/25,swimming,116
e14645,2019/08/27,weight lifting,133
e14652,2019/08/29,hiking,163
e14663,2019/09/01,running,160
e14673,2019/09/03,running,144
e14677,2019/09/04,biking,128
e14714,2019/09/15,HIIT,128
e14722,2019/09/17,HIIT,146
e14730,2019/09/19,HIIT,147
e14735,2019/09/21,HIIT,132
e14748,2019/09/25,swimming,150
e14753,2019/09/26,hiking,140
e14762,2019/09/29,HIIT,156
e14770,2019/10/01,HIIT,138
e14795,2019/10/08,swimming,162
e14803,2019/10/10,weight lifting,145
e14809,2019/10/11,hiking,142
e14813,2019/10/12,weight lifting,164
e14830,2019/10/16,weight lifting,159
e14834,2019/10/17,swimming,157
e14845,2019/10/20,biking,155
e14847,2019/10/21,running,153
e14852,2019/10/22,swimming,158
e14857,2019/10/23,running,164
e14866,2019/10/26,weight lifting,129
e14871,2019/10/27,HIIT,132
e14878,2019/10/28,weight lifting,147
e14880,2019/10/29,weight lifting,139
e14885,2019/10/30,weight lifting,121
e14890,2019/10/31,weight lifting,129
e14901,2019/11/04,swimming,163
e14915,2019/11/08,weight lifting,143
e14925,2019/11/11,running,147
e14927,2019/11/12,HIIT,128
e14933,2019/11/13,HIIT,117
e14944,2019/11/16,weight lifting,156
e14959,2019/11/22,swimming,165
e14997,2019/12/02,swimming,160
e15014,2019/12/06,running,160
e15018,2019/12/07,weight lifting,122
e15023,2019/12/08,biking,125
e15031,2019/12/10,biking,119
e15034,2019/12/11,biking,152
e15043,2019/12/14,swimming,135
e15047,2019/12/15,HIIT,153
e15070,2019/12/21,HIIT,164
e15074,2019/12/22,HIIT,112
e15078,2019/12/23,HIIT,125
e15082,2019/12/24,weight lifting,140
e15087,2019/12/25,biking,129
e15091,2019/12/26,hiking,134
e15099,2019/12/28,HIIT,118
e15102,2019/12/29,hiking,150
e15245,2020/01/01,HIIT,144
e15255,2020/01/04,HIIT,162
e15260,2020/01/05,HIIT,131
e15267,2020/01/07,HIIT,108
e15275,2020/01/09,hiking,156
e15280,2020/01/11,biking,159
e15284,2020/01/12,weight lifting,163
e15290,2020/01/13,hiking,162
e15310,2020/01/20,swimming,164
e15313,2020/01/21,weight lifting,136
e15317,2020/01/22,swimming,109
e15324,2020/01/23,swimming,143
e15335,2020/01/26,HIIT,148
e15340,2020/01/27,HIIT,146
e15349,2020/01/30,biking,147
e15354,2020/01/31,swimming,150
e15364,2020/02/03,swimming,116
e15401,2020/02/13,hiking,164
e15405,2020/02/14,weight lifting,115
e15412,2020/02/16,weight lifting,111
e15423,2020/02/20,biking,162
e15428,2020/02/21,running,157
e15434,2020/02/23,swimming,161
e15437,2020/02/24,weight lifting,133
e15443,2020/02/25,HIIT,132
e15453,2020/02/27,hiking,156
e15459,2020/02/29,hiking,148
e15466,2020/03/02,swimming,117
e15476,2020/03/04,HIIT,159
e15485,2020/03/06,weight lifting,165
e15493,2020/03/08,HIIT,152
e15503,2020/03/11,biking,158
e15524,2020/03/17,biking,130
e15535,2020/03/19,HIIT,104
e15541,2020/03/20,biking,165
e15546,2020/03/21,swimming,126
e15552,2020/03/22,HIIT,140
e15562,2020/03/25,weight lifting,154
e15567,2020/03/26,hiking,119
e15577,2020/03/28,hiking,146
e15602,2020/04/04,weight lifting,127
e15608,2020/04/05,running,131
e15615,2020/04/07,hiking,164
e15619,2020/04/08,biking,164
e15622,2020/04/11,biking,156
e15628,2020/04/12,hiking,116
e15634,2020/04/13,hiking,155
e15642,2020/04/16,hiking,133
e15654,2020/04/19,HIIT,143
e15660,2020/04/22,running,162
e15667,2020/04/24,weight lifting,137
e15672,2020/04/25,swimming,151
e15678,2020/04/26,swimming,155
e15682,2020/04/27,swimming,117
e15684,2020/04/28,weight lifting,148
e15687,2020/04/29,hiking,146
e15691,2020/04/30,HIIT,108
e15694,2020/05/01,weight lifting,130
e15705,2020/05/04,HIIT,164
e15712,2020/05/06,swimming,141
e15719,2020/05/08,weight lifting,157
e15727,2020/05/10,HIIT,137
e15731,2020/05/11,hiking,161
e15739,2020/05/13,HIIT,141
e15740,2020/05/14,HIIT,143
e15751,2020/05/17,HIIT,159
e15762,2020/05/20,HIIT,153
e15766,2020/05/21,swimming,142
e15769,2020/05/22,running,157
e15783,2020/05/26,biking,151
e15788,2020/05/28,weight lifting,150
e15791,2020/05/29,HIIT,138
e15794,2020/05/30,weight lifting,154
e15806,2020/06/02,HIIT,161
e15810,2020/06/03,biking,144
e15816,2020/06/05,biking,126
e15820,2020/06/06,swimming,141
e15830,2020/06/09,hiking,163
e15840,2020/06/12,weight lifting,154
e15851,2020/06/15,HIIT,157
e15864,2020/06/19,biking,148
e15891,2020/06/26,biking,152
e15898,2020/06/27,running,115
e15907,2020/06/30,HIIT,114
e15914,2020/07/02,HIIT,156
e15919,2020/07/03,HIIT,144
e15921,2020/07/04,weight lifting,161
e15928,2020/07/06,HIIT,158
e15941,2020/07/09,HIIT,145
e15954,2020/07/13,weight lifting,140
e15959,2020/07/14,running,148
e15964,2020/07/15,biking,161
e15982,2020/07/19,biking,145
e15986,2020/07/20,biking,150
e15990,2020/07/21,weight lifting,126
e15993,2020/07/22,hiking,142
e16005,2020/07/26,swimming,121
e16010,2020/07/27,biking,154
e16022,2020/07/29,swimming,164
e16026,2020/07/30,swimming,96
e16029,2020/07/31,running,164
e16033,2020/08/01,HIIT,156
e16036,2020/08/02,swimming,152
e16040,2020/08/03,HIIT,135
e16051,2020/08/06,HIIT,140
e16055,2020/08/07,HIIT,140
e16060,2020/08/08,swimming,138
e16067,2020/08/10,biking,148
e16078,2020/08/13,running,162
e16091,2020/08/16,hiking,149
e16107,2020/08/21,HIIT,130
e16111,2020/08/22,hiking,141
e16119,2020/08/24,swimming,109
e16125,2020/08/26,biking,147
e16129,2020/08/28,HIIT,109
e16136,2020/08/30,weight lifting,154
e16141,2020/08/31,running,164
e16146,2020/09/01,HIIT,155
e16165,2020/09/05,weight lifting,154
e16175,2020/09/08,swimming,153
e16179,2020/09/09,biking,114
e16183,2020/09/10,weight lifting,98
e16194,2020/09/12,swimming,127
e16197,2020/09/13,swimming,148
e16219,2020/09/20,hiking,141
e16226,2020/09/22,HIIT,144
e16243,2020/09/26,swimming,139
e16249,2020/09/28,biking,158
e16262,2020/10/02,weight lifting,126
e16268,2020/10/04,swimming,161
e16273,2020/10/05,hiking,152
e16289,2020/10/10,weight lifting,158
e16292,2020/10/11,hiking,112
e16303,2020/10/14,biking,158
e16307,2020/10/15,HIIT,112
e16332,2020/10/23,running,136
e16337,2020/10/24,biking,136
e16349,2020/10/28,biking,137
e16356,2020/10/30,biking,124
e16363,2020/10/31,weight lifting,151
e16370,2020/11/02,weight lifting,108
e16376,2020/11/03,hiking,158
e16388,2020/11/06,HIIT,115
e16396,2020/11/09,HIIT,159
e16413,2020/11/13,HIIT,109
e16430,2020/11/19,biking,154
e16441,2020/11/22,weight lifting,162
e16446,2020/11/23,swimming,154
e16450,2020/11/24,weight lifting,155
e16460,2020/11/26,weight lifting,131
e16465,2020/11/27,hiking,152
e16484,2020/12/02,weight lifting,153
e16493,2020/12/04,biking,149
e16497,2020/12/05,swimming,130
e16501,2020/12/06,running,156
e16506,2020/12/07,swimming,151
e16510,2020/12/08,HIIT,130
e16517,2020/12/10,hiking,121
e16535,2020/12/16,swimming,129
e16548,2020/12/19,HIIT,143
e16556,2020/12/21,hiking,147
e16560,2020/12/22,HIIT,102
e16564,2020/12/23,HIIT,147
e16567,2020/12/24,biking,121
e16572,2020/12/25,hiking,131
e16576,2020/12/26,swimming,145
e16582,2020/12/27,swimming,158
e16584,2020/12/28,weight lifting,162
e16589,2020/12/30,hiking,160
e16593,2020/12/31,running,157
e16725,2021/01/01,biking,122
e16732,2021/01/02,weight lifting,152
e16738,2021/01/03,running,165
e16746,2021/01/05,hiking,147
e16774,2021/01/12,hiking,138
e16776,2021/01/13,biking,155
e16781,2021/01/14,hiking,134
e16785,2021/01/15,biking,154
e16789,2021/01/16,biking,147
e16807,2021/01/22,hiking,150
e16816,2021/01/26,running,115
e16834,2021/01/31,running,156
e16848,2021/02/03,swimming,129
e16853,2021/02/05,swimming,157
e16856,2021/02/06,swimming,147
e16863,2021/02/09,weight lifting,116
e16867,2021/02/10,weight lifting,156
e16876,2021/02/12,running,140
e16887,2021/02/16,running,139
e16905,2021/02/24,weight lifting,94
e16909,2021/02/26,biking,109
e16916,2021/02/28,swimming,135
e16919,2021/03/01,swimming,121
e16923,2021/03/02,weight lifting,142
e16927,2021/03/03,HIIT,154
e16932,2021/03/04,swimming,158
e16938,2021/03/05,running,134
e16950,2021/03/07,weight lifting,98
e16952,2021/03/08,hiking,115
e16956,2021/03/09,hiking,143
e16960,2021/03/10,running,148
e16963,2021/03/11,HIIT,154
e16966,2021/03/12,hiking,124
e16971,2021/03/14,running,151
e16976,2021/03/15,biking,114
e16979,2021/03/16,hiking,162
e16982,2021/03/17,biking,123
e16988,2021/03/19,weight lifting,160
e16998,2021/03/21,weight lifting,124
e17004,2021/03/23,swimming,137
e17007,2021/03/24,swimming,154
e17011,2021/03/25,weight lifting,106
e17014,2021/03/26,running,129
e17018,2021/03/27,running,164
e17023,2021/03/28,biking,124
e17032,2021/03/31,swimming,123
e17038,2021/04/02,biking,138
e17043,2021/04/03,biking,133
e17054,2021/04/06,biking,160
e17061,2021/04/08,weight lifting,164
e17063,2021/04/09,swimming,132
e17069,2021/04/11,weight lifting,163
e17074,2021/04/12,HIIT,149
e17078,2021/04/13,weight lifting,138
e17086,2021/04/15,biking,147
e17093,2021/04/17,running,137
e17101,2021/04/19,HIIT,143
e17109,2021/04/22,weight lifting,131
e17115,2021/04/23,HIIT,154
e17122,2021/04/25,weight lifting,130
e17126,2021/04/26,biking,142
e17132,2021/04/27,weight lifting,160
e17143,2021/04/30,weight lifting,147
e17146,2021/05/01,swimming,124
e17153,2021/05/03,swimming,109
e17156,2021/05/04,swimming,155
e17166,2021/05/07,biking,112
e17178,2021/05/10,hiking,164
e17183,2021/05/11,swimming,155
e17188,2021/05/12,weight lifting,131
e17195,2021/05/14,running,154
e17199,2021/05/15,HIIT,144
e17207,2021/05/18,weight lifting,163
e17210,2021/05/19,biking,104
e17225,2021/05/22,hiking,160
e17229,2021/05/23,running,133
e17233,2021/05/24,swimming,131
e17236,2021/05/25,swimming,162
e17244,2021/05/28,swimming,129
e17247,2021/05/29,running,148
e17260,2021/06/01,swimming,151
e17266,2021/06/03,weight lifting,155
e17275,2021/06/05,HIIT,149
e17286,2021/06/07,weight lifting,137
e17296,2021/06/09,running,165
e17302,2021/06/10,running,162
e17308,2021/06/12,biking,143
e17317,2021/06/14,swimming,151
e17325,2021/06/16,hiking,135
e17339,2021/06/21,hiking,127
e17354,2021/06/25,swimming,150
e17357,2021/06/26,hiking,160
e17371,2021/06/29,HIIT,129
e17380,2021/07/01,weight lifting,121
e17396,2021/07/05,biking,163
e17405,2021/07/07,hiking,132
e17410,2021/07/08,HIIT,142
e17415,2021/07/09,weight lifting,146
e17420,2021/07/10,HIIT,144
e17423,2021/07/11,HIIT,164
e17430,2021/07/13,running,133
e17434,2021/07/14,weight lifting,130
e17438,2021/07/15,swimming,161
e17448,2021/07/17,biking,150
e17462,2021/07/20,weight lifting,125
e17475,2021/07/24,hiking,155
e17484,2021/07/27,swimming,149
e17491,2021/07/29,running,157
e17494,2021/07/30,hiking,155
e17498,2021/07/31,HIIT,136
e17502,2021/08/01,swimming,142
e17510,2021/08/03,HIIT,162
e17521,2021/08/05,HIIT,164
e17527,2021/08/06,hiking,158
e17531,2021/08/07,HIIT,162
e17534,2021/08/08,swimming,113
e17538,2021/08/09,swimming,126
e17542,2021/08/10,swimming,160
e17552,2021/08/12,hiking,119
e17559,2021/08/14,HIIT,143
e17565,2021/08/16,swimming,121
e17580,2021/08/19,HIIT,129
e17583,2021/08/20,HIIT,139
e17594,2021/08/24,biking,163
e17602,2021/08/26,hiking,139
e17608,2021/08/27,hiking,130
e17611,2021/08/28,running,125
e17616,2021/08/29,HIIT,138
e17623,2021/08/31,HIIT,152
e17634,2021/09/03,hiking,156
e17639,2021/09/04,running,162
e17647,2021/09/05,hiking,161
e17650,2021/09/06,running,103
e17656,2021/09/07,biking,133
e17673,2021/09/11,HIIT,163
e17686,2021/09/15,swimming,145
e17694,2021/09/17,HIIT,156
e17698,2021/09/18,weight lifting,149
e17708,2021/09/20,swimming,115
e17713,2021/09/21,hiking,157
e17720,2021/09/23,swimming,143
e17725,2021/09/24,running,143
e17732,2021/09/26,hiking,163
e17738,2021/09/27,running,158
e17742,2021/09/28,weight lifting,135
e17749,2021/09/30,hiking,160
e17756,2021/10/02,HIIT,98
e17759,2021/10/03,biking,161
e17763,2021/10/04,running,152
e17770,2021/10/06,running,157
e17776,2021/10/07,weight lifting,139
e17780,2021/10/08,biking,119
e17782,2021/10/09,hiking,150
e17786,2021/10/10,running,123
e17791,2021/10/11,biking,144
e17803,2021/10/14,weight lifting,135
e17807,2021/10/15,biking,146
e17814,2021/10/16,biking,114
e17827,2021/10/20,running,151
e17835,2021/10/21,hiking,128
e17839,2021/10/22,biking,148
e17846,2021/10/24,hiking,107
e17851,2021/10/25,HIIT,136
e17855,2021/10/26,hiking,140
e17860,2021/10/27,running,125
e17864,2021/10/28,weight lifting,108
e17871,2021/10/29,weight lifting,143
e17875,2021/10/30,HIIT,158
e17880,2021/10/31,HIIT,127
e17884,2021/11/01,weight lifting,161
e17889,2021/11/02,hiking,124
e17897,2021/11/04,swimming,102
e17902,2021/11/05,swimming,151
e17907,2021/11/06,swimming,146
e17909,2021/11/07,swimming,113
e17913,2021/11/08,swimming,160
e17919,2021/11/09,swimming,142
e17923,2021/11/10,running,94
e17926,2021/11/11,swimming,129
e17930,2021/11/12,HIIT,165
e17935,2021/11/13,HIIT,154
e17948,2021/11/16,swimming,141
e17958,2021/11/19,running,144
e17963,2021/11/20,swimming,147
e17968,2021/11/21,swimming,135
e17986,2021/11/26,hiking,156
e17993,2021/11/28,HIIT,158
e17996,2021/11/29,HIIT,156
e18004,2021/12/02,HIIT,99
e18018,2021/12/07,biking,150
e18033,2021/12/12,hiking,148
e18046,2021/12/16,swimming,154
e18051,2021/12/18,HIIT,112
e18056,2021/12/19,hiking,158
e18064,2021/12/21,weight lifting,121
e18065,2021/12/22,weight lifting,158
e18070,2021/12/23,swimming,124
e18076,2021/12/24,biking,145
e18081,2021/12/26,HIIT,114
e18086,2021/12/27,hiking,108
e18092,2021/12/28,hiking,151
e18097,2021/12/29,biking,165
e18105,2021/12/31,running,159
e18253,2022/01/01,biking,132
e18287,2022/01/11,HIIT,116
e18291,2022/01/12,weight lifting,137
e18296,2022/01/13,running,163
e18324,2022/01/22,swimming,108
e18330,2022/01/24,swimming,159
e18333,2022/01/25,HIIT,150
e18336,2022/01/26,HIIT,134
e18346,2022/01/29,HIIT,148
e18349,2022/01/30,biking,140
e18351,2022/01/31,swimming,141
e18359,2022/02/02,weight lifting,164
e18370,2022/02/04,hiking,162
e18373,2022/02/05,hiking,149
e18379,2022/02/06,biking,136
e18390,2022/02/10,HIIT,158
e18393,2022/02/11,weight lifting,141
e18396,2022/02/12,weight lifting,161
e18398,2022/02/13,biking,161
e18400,2022/02/14,weight lifting,161
e18406,2022/02/16,biking,128
e18431,2022/02/23,running,163
e18445,2022/02/26,biking,162
e18454,2022/03/01,HIIT,115
e18457,2022/03/02,hiking,127
e18469,2022/03/05,biking,134
e18475,2022/03/06,weight lifting,153
e18479,2022/03/07,HIIT,161
e18484,2022/03/08,hiking,164
e18496,2022/03/12,swimming,141
e18504,2022/03/14,weight lifting,153
e18510,2022/03/16,swimming,151
e18519,2022/03/19,swimming,160
e18524,2022/03/21,hiking,160
e18527,2022/03/22,swimming,161
e18532,2022/03/23,biking,159
e18540,2022/03/26,biking,128
e18543,2022/03/27,weight lifting,152
e18551,2022/03/29,hiking,159
e18557,2022/03/30,biking,133
e18560,2022/03/31,swimming,153
e18564,2022/04/01,weight lifting,129
e18566,2022/04/02,hiking,164
e18580,2022/04/05,HIIT,160
e18593,2022/04/09,HIIT,131
e18601,2022/04/11,HIIT,149
e18610,2022/04/14,HIIT,139
e18619,2022/04/16,running,105
e18622,2022/04/17,HIIT,113
e18626,2022/04/18,hiking,160
e18629,2022/04/19,swimming,155
e18634,2022/04/20,HIIT,132
e18638,2022/04/21,HIIT,159
e18642,2022/04/23,HIIT,139
e18648,2022/04/24,HIIT,163
e18655,2022/04/26,biking,147
e18660,2022/04/28,hiking,140
e18671,2022/05/01,biking,108
e18674,2022/05/02,weight lifting,116
e18675,2022/05/03,running,149
e18716,2022/05/14,HIIT,135
e18725,2022/05/17,hiking,155
e18730,2022/05/18,weight lifting,123
e18735,2022/05/19,HIIT,138
e18740,2022/05/20,running,164
e18748,2022/05/22,weight lifting,131
e18755,2022/05/24,swimming,164
e18759,2022/05/25,hiking,126
e18765,2022/05/26,HIIT,144
e18770,2022/05/27,weight lifting,114
e18774,2022/05/28,biking,163
e18789,2022/06/01,biking,164
e18801,2022/06/04,biking,144
e18809,2022/06/07,swimming,110
e18829,2022/06/13,HIIT,135
e18838,2022/06/15,biking,142
e18842,2022/06/16,running,162
e18847,2022/06/17,running,127
e18853,2022/06/18,weight lifting,140
e18855,2022/06/19,biking,163
e18864,2022/06/22,hiking,104
e18867,2022/06/24,running,161
e18887,2022/06/29,swimming,162
e18891,2022/06/30,running,136
e18900,2022/07/03,weight lifting,162
e18917,2022/07/07,swimming,135
e18926,2022/07/09,swimming,151
e18928,2022/07/10,biking,144
e18934,2022/07/12,HIIT,140
e18940,2022/07/13,weight lifting,140
e18944,2022/07/14,biking,145
e18946,2022/07/15,biking,144
e18956,2022/07/18,running,152
e18965,2022/07/21,biking,163
e18975,2022/07/24,running,151
e18982,2022/07/26,swimming,159
e18992,2022/07/28,hiking,157
e19001,2022/07/30,HIIT,161
e19010,2022/08/02,swimming,163
e19015,2022/08/03,biking,146
e19025,2022/08/05,hiking,96
e19030,2022/08/06,HIIT,153
e19042,2022/08/09,hiking,122
e19047,2022/08/11,swimming,130
e19053,2022/08/12,HIIT,147
e19057,2022/08/13,HIIT,126
e19060,2022/08/14,hiking,114
e19065,2022/08/16,swimming,121
e19079,2022/08/19,biking,107
e19090,2022/08/23,HIIT,152
e19095,2022/08/24,hiking,134
e19102,2022/08/26,running,139
e19106,2022/08/27,weight lifting,108
e19111,2022/08/28,biking,138
e19118,2022/08/29,hiking,128
e19121,2022/08/30,biking,91
e19131,2022/09/01,hiking,142
e19138,2022/09/02,HIIT,135
e19146,2022/09/04,hiking,158
e19150,2022/09/05,swimming,162
e19158,2022/09/07,running,154
e19165,2022/09/08,weight lifting,150
e19170,2022/09/09,HIIT,101
e19184,2022/09/12,swimming,110
e19187,2022/09/13,HIIT,151
e19191,2022/09/14,weight lifting,114
e19199,2022/09/16,hiking,153
e19206,2022/09/18,hiking,165
e19215,2022/09/21,weight lifting,150
e19221,2022/09/23,hiking,130
e19236,2022/09/27,running,148
e19245,2022/09/29,HIIT,138
e19261,2022/10/03,HIIT,137
e19269,2022/10/05,swimming,138
e19273,2022/10/06,HIIT,151
e19277,2022/10/07,running,121
e19280,2022/10/08,swimming,128
e19285,2022/10/09,biking,158
e19308,2022/10/14,swimming,127
e19313,2022/10/15,hiking,118
e19316,2022/10/16,running,138
e19320,2022/10/17,swimming,151
e19323,2022/10/18,hiking,139
e19326,2022/10/19,weight lifting,129
e19337,2022/10/22,running,125
e19342,2022/10/23,running,164
e19349,2022/10/25,running,152
e19353,2022/10/26,HIIT,138
e19357,2022/10/27,HIIT,156
e19361,2022/10/28,hiking,154
e19365,2022/10/29,weight lifting,163
e19372,2022/10/31,biking,97
e19374,2022/11/01,hiking,144
e19377,2022/11/02,weight lifting,130
e19382,2022/11/03,weight lifting,113
e19388,2022/11/04,HIIT,129
e19399,2022/11/06,swimming,105
e19403,2022/11/07,biking,145
e19410,2022/11/09,hiking,161
e19414,2022/11/10,biking,147
e19425,2022/11/13,HIIT,116
e19434,2022/11/16,hiking,94
e19439,2022/11/17,biking,156
e19444,2022/11/19,biking,157
e19451,2022/11/21,running,157
e19470,2022/11/26,hiking,147
e19481,2022/11/29,weight lifting,134
e19513,2022/12/09,HIIT,141
e19515,2022/12/10,running,153
e19518,2022/12/11,swimming,100
e19524,2022/12/12,swimming,138
e19529,2022/12/13,swimming,137
e19549,2022/12/18,biking,135
e19554,2022/12/19,swimming,150
e19564,2022/12/23,hiking,144
e19569,2022/12/24,weight lifting,154
e19585,2022/12/28,running,131
e19600,2022/12/31,HIIT,114
